 x_1         f_x1     grad_x1       x_1_step   
4.29895e-01  -4.29895e-01  -1.00000e+00  2.48127e-04  
4.29724e-01  -4.29724e-01  -1.00000e+00  1.71380e-04  
4.29622e-01  1.28886e+00  3.00000e+00  1.02171e-04  
4.29373e-01  -4.29373e-01  -1.00000e+00  2.48130e-04  
4.29202e-01  -4.29202e-01  -1.00000e+00  1.71381e-04  
4.29100e-01  1.28730e+00  3.00000e+00  1.02171e-04  
4.28852e-01  -4.28852e-01  -1.00000e+00  2.48134e-04  
4.28680e-01  -4.28680e-01  -1.00000e+00  1.71382e-04  
4.28578e-01  1.28573e+00  3.00000e+00  1.02171e-04  
4.28330e-01  -4.28330e-01  -1.00000e+00  2.48137e-04  
4.28159e-01  -4.28159e-01  -1.00000e+00  1.71383e-04  
4.28057e-01  1.28417e+00  3.00000e+00  1.02171e-04  
4.27808e-01  -4.27808e-01  -1.00000e+00  2.48140e-04  
4.27637e-01  -4.27637e-01  -1.00000e+00  1.71384e-04  
4.27535e-01  1.28260e+00  3.00000e+00  1.02171e-04  
4.27287e-01  -4.27287e-01  -1.00000e+00  2.48144e-04  
4.27115e-01  -4.27115e-01  -1.00000e+00  1.71385e-04  
4.27013e-01  1.28104e+00  3.00000e+00  1.02171e-04  
4.26765e-01  -4.26765e-01  -1.00000e+00  2.48147e-04  
4.26594e-01  -4.26594e-01  -1.00000e+00  1.71387e-04  
4.26491e-01  1.27947e+00  3.00000e+00  1.02171e-04  
4.26243e-01  -4.26243e-01  -1.00000e+00  2.48150e-04  
4.26072e-01  -4.26072e-01  -1.00000e+00  1.71388e-04  
4.25970e-01  1.27791e+00  3.00000e+00  1.02171e-04  
4.25722e-01  -4.25722e-01  -1.00000e+00  2.48153e-04  
4.25550e-01  -4.25550e-01  -1.00000e+00  1.71389e-04  
4.25448e-01  1.27634e+00  3.00000e+00  1.02171e-04  
4.25200e-01  -4.25200e-01  -1.00000e+00  2.48156e-04  
4.25028e-01  -4.25028e-01  -1.00000e+00  1.71390e-04  
4.24926e-01  1.27478e+00  3.00000e+00  1.02171e-04  
4.24678e-01  -4.24678e-01  -1.00000e+00  2.48159e-04  
4.24507e-01  -4.24507e-01  -1.00000e+00  1.71391e-04  
4.24405e-01  1.27321e+00  3.00000e+00  1.02171e-04  
4.24156e-01  -4.24156e-01  -1.00000e+00  2.48162e-04  
4.23985e-01  -4.23985e-01  -1.00000e+00  1.71392e-04  
4.23883e-01  1.27165e+00  3.00000e+00  1.02171e-04  
4.23635e-01  -4.23635e-01  -1.00000e+00  2.48165e-04  
4.23463e-01  -4.23463e-01  -1.00000e+00  1.71393e-04  
4.23361e-01  1.27008e+00  3.00000e+00  1.02171e-04  
4.23113e-01  -4.23113e-01  -1.00000e+00  2.48168e-04  
4.22942e-01  -4.22942e-01  -1.00000e+00  1.71394e-04  
4.22839e-01  1.26852e+00  3.00000e+00  1.02171e-04  
4.22591e-01  -4.22591e-01  -1.00000e+00  2.48170e-04  
4.22420e-01  -4.22420e-01  -1.00000e+00  1.71395e-04  
4.22318e-01  1.26695e+00  3.00000e+00  1.02171e-04  
4.22069e-01  -4.22069e-01  -1.00000e+00  2.48173e-04  
4.21898e-01  -4.21898e-01  -1.00000e+00  1.71396e-04  
4.21796e-01  1.26539e+00  3.00000e+00  1.02171e-04  
4.21548e-01  -4.21548e-01  -1.00000e+00  2.48176e-04  
4.21376e-01  -4.21376e-01  -1.00000e+00  1.71397e-04  
4.21274e-01  1.26382e+00  3.00000e+00  1.02171e-04  
4.21026e-01  -4.21026e-01  -1.00000e+00  2.48179e-04  
4.20855e-01  -4.20855e-01  -1.00000e+00  1.71397e-04  
4.20752e-01  1.26226e+00  3.00000e+00  1.02171e-04  
4.20504e-01  -4.20504e-01  -1.00000e+00  2.48181e-04  
4.20333e-01  -4.20333e-01  -1.00000e+00  1.71398e-04  
4.20231e-01  1.26069e+00  3.00000e+00  1.02171e-04  
4.19982e-01  -4.19982e-01  -1.00000e+00  2.48184e-04  
4.19811e-01  -4.19811e-01  -1.00000e+00  1.71399e-04  
4.19709e-01  1.25913e+00  3.00000e+00  1.02171e-04  
4.19461e-01  -4.19461e-01  -1.00000e+00  2.48187e-04  
4.19289e-01  -4.19289e-01  -1.00000e+00  1.71400e-04  
4.19187e-01  1.25756e+00  3.00000e+00  1.02171e-04  
4.18939e-01  -4.18939e-01  -1.00000e+00  2.48189e-04  
4.18768e-01  -4.18768e-01  -1.00000e+00  1.71401e-04  
4.18665e-01  1.25600e+00  3.00000e+00  1.02171e-04  
4.18417e-01  -4.18417e-01  -1.00000e+00  2.48192e-04  
4.18246e-01  -4.18246e-01  -1.00000e+00  1.71402e-04  
4.18144e-01  1.25443e+00  3.00000e+00  1.02171e-04  
4.17895e-01  -4.17895e-01  -1.00000e+00  2.48194e-04  
4.17724e-01  -4.17724e-01  -1.00000e+00  1.71403e-04  
4.17622e-01  1.25287e+00  3.00000e+00  1.02171e-04  
4.17374e-01  -4.17374e-01  -1.00000e+00  2.48197e-04  
4.17202e-01  -4.17202e-01  -1.00000e+00  1.71404e-04  
4.17100e-01  1.25130e+00  3.00000e+00  1.02171e-04  
4.16852e-01  -4.16852e-01  -1.00000e+00  2.48199e-04  
4.16680e-01  -4.16680e-01  -1.00000e+00  1.71404e-04  
4.16578e-01  1.24973e+00  3.00000e+00  1.02171e-04  
4.16330e-01  -4.16330e-01  -1.00000e+00  2.48201e-04  
4.16159e-01  -4.16159e-01  -1.00000e+00  1.71405e-04  
4.16057e-01  1.24817e+00  3.00000e+00  1.02171e-04  
4.15808e-01  -4.15808e-01  -1.00000e+00  2.48204e-04  
4.15637e-01  -4.15637e-01  -1.00000e+00  1.71406e-04  
4.15535e-01  1.24660e+00  3.00000e+00  1.02171e-04  
4.15287e-01  -4.15287e-01  -1.00000e+00  2.48206e-04  
4.15115e-01  -4.15115e-01  -1.00000e+00  1.71407e-04  
4.15013e-01  1.24504e+00  3.00000e+00  1.02171e-04  
4.14765e-01  -4.14765e-01  -1.00000e+00  2.48208e-04  
4.14593e-01  -4.14593e-01  -1.00000e+00  1.71408e-04  
4.14491e-01  1.24347e+00  3.00000e+00  1.02171e-04  
4.14243e-01  -4.14243e-01  -1.00000e+00  2.48211e-04  
4.14072e-01  -4.14072e-01  -1.00000e+00  1.71408e-04  
4.13969e-01  1.24191e+00  3.00000e+00  1.02171e-04  
4.13721e-01  -4.13721e-01  -1.00000e+00  2.48213e-04  
4.13550e-01  -4.13550e-01  -1.00000e+00  1.71409e-04  
4.13448e-01  1.24034e+00  3.00000e+00  1.02171e-04  
4.13199e-01  -4.13199e-01  -1.00000e+00  2.48215e-04  
4.13028e-01  -4.13028e-01  -1.00000e+00  1.71410e-04  
4.12926e-01  1.23878e+00  3.00000e+00  1.02171e-04  
4.12678e-01  -4.12678e-01  -1.00000e+00  2.48217e-04  
4.12506e-01  -4.12506e-01  -1.00000e+00  1.71411e-04  
4.12404e-01  1.23721e+00  3.00000e+00  1.02171e-04  
4.12156e-01  -4.12156e-01  -1.00000e+00  2.48219e-04  
4.11984e-01  -4.11984e-01  -1.00000e+00  1.71412e-04  
4.11882e-01  1.23565e+00  3.00000e+00  1.02171e-04  
4.11634e-01  -4.11634e-01  -1.00000e+00  2.48222e-04  
4.11463e-01  -4.11463e-01  -1.00000e+00  1.71412e-04  
4.11360e-01  1.23408e+00  3.00000e+00  1.02171e-04  
4.11112e-01  -4.11112e-01  -1.00000e+00  2.48224e-04  
4.10941e-01  -4.10941e-01  -1.00000e+00  1.71413e-04  
4.10839e-01  1.23252e+00  3.00000e+00  1.02171e-04  
4.10590e-01  -4.10590e-01  -1.00000e+00  2.48226e-04  
4.10419e-01  -4.10419e-01  -1.00000e+00  1.71414e-04  
4.10317e-01  1.23095e+00  3.00000e+00  1.02171e-04  
4.10069e-01  -4.10069e-01  -1.00000e+00  2.48228e-04  
4.09897e-01  -4.09897e-01  -1.00000e+00  1.71414e-04  
4.09795e-01  1.22938e+00  3.00000e+00  1.02171e-04  
4.09547e-01  -4.09547e-01  -1.00000e+00  2.48230e-04  
4.09375e-01  -4.09375e-01  -1.00000e+00  1.71415e-04  
4.09273e-01  1.22782e+00  3.00000e+00  1.02171e-04  
4.09025e-01  -4.09025e-01  -1.00000e+00  2.48232e-04  
4.08853e-01  -4.08853e-01  -1.00000e+00  1.71416e-04  
4.08751e-01  1.22625e+00  3.00000e+00  1.02171e-04  
4.08503e-01  -4.08503e-01  -1.00000e+00  2.48234e-04  
4.08332e-01  -4.08332e-01  -1.00000e+00  1.71417e-04  
4.08229e-01  1.22469e+00  3.00000e+00  1.02171e-04  
4.07981e-01  -4.07981e-01  -1.00000e+00  2.48236e-04  
4.07810e-01  -4.07810e-01  -1.00000e+00  1.71417e-04  
4.07708e-01  1.22312e+00  3.00000e+00  1.02171e-04  
4.07459e-01  -4.07459e-01  -1.00000e+00  2.48238e-04  
4.07288e-01  -4.07288e-01  -1.00000e+00  1.71418e-04  
4.07186e-01  1.22156e+00  3.00000e+00  1.02171e-04  
4.06938e-01  -4.06938e-01  -1.00000e+00  2.48240e-04  
4.06766e-01  -4.06766e-01  -1.00000e+00  1.71419e-04  
4.06664e-01  1.21999e+00  3.00000e+00  1.02171e-04  
4.06416e-01  -4.06416e-01  -1.00000e+00  2.48242e-04  
4.06244e-01  -4.06244e-01  -1.00000e+00  1.71419e-04  
4.06142e-01  1.21843e+00  3.00000e+00  1.02171e-04  
4.05894e-01  -4.05894e-01  -1.00000e+00  2.48243e-04  
4.05723e-01  -4.05723e-01  -1.00000e+00  1.71420e-04  
4.05620e-01  1.21686e+00  3.00000e+00  1.02171e-04  
4.05372e-01  -4.05372e-01  -1.00000e+00  2.48245e-04  
4.05201e-01  -4.05201e-01  -1.00000e+00  1.71420e-04  
4.05098e-01  1.21530e+00  3.00000e+00  1.02171e-04  
4.04850e-01  -4.04850e-01  -1.00000e+00  2.48247e-04  
4.04679e-01  -4.04679e-01  -1.00000e+00  1.71421e-04  
4.04577e-01  1.21373e+00  3.00000e+00  1.02171e-04  
4.04328e-01  -4.04328e-01  -1.00000e+00  2.48249e-04  
4.04157e-01  -4.04157e-01  -1.00000e+00  1.71422e-04  
4.04055e-01  1.21216e+00  3.00000e+00  1.02171e-04  
4.03807e-01  -4.03807e-01  -1.00000e+00  2.48251e-04  
4.03635e-01  -4.03635e-01  -1.00000e+00  1.71422e-04  
4.03533e-01  1.21060e+00  3.00000e+00  1.02171e-04  
4.03285e-01  -4.03285e-01  -1.00000e+00  2.48253e-04  
4.03113e-01  -4.03113e-01  -1.00000e+00  1.71423e-04  
4.03011e-01  1.20903e+00  3.00000e+00  1.02171e-04  
4.02763e-01  -4.02763e-01  -1.00000e+00  2.48254e-04  
4.02591e-01  -4.02591e-01  -1.00000e+00  1.71424e-04  
4.02489e-01  1.20747e+00  3.00000e+00  1.02171e-04  
4.02241e-01  -4.02241e-01  -1.00000e+00  2.48256e-04  
4.02070e-01  -4.02070e-01  -1.00000e+00  1.71424e-04  
4.01967e-01  1.20590e+00  3.00000e+00  1.02171e-04  
4.01719e-01  -4.01719e-01  -1.00000e+00  2.48258e-04  
4.01548e-01  -4.01548e-01  -1.00000e+00  1.71425e-04  
4.01446e-01  1.20434e+00  3.00000e+00  1.02171e-04  
4.01197e-01  -4.01197e-01  -1.00000e+00  2.48259e-04  
4.01026e-01  -4.01026e-01  -1.00000e+00  1.71425e-04  
4.00924e-01  1.20277e+00  3.00000e+00  1.02171e-04  
4.00675e-01  -4.00675e-01  -1.00000e+00  2.48261e-04  
4.00504e-01  -4.00504e-01  -1.00000e+00  1.71426e-04  
4.00402e-01  1.20121e+00  3.00000e+00  1.02171e-04  
4.00154e-01  -4.00154e-01  -1.00000e+00  2.48263e-04  
3.99982e-01  -3.99982e-01  -1.00000e+00  1.71426e-04  
3.99880e-01  1.19964e+00  3.00000e+00  1.02171e-04  
3.99632e-01  -3.99632e-01  -1.00000e+00  2.48264e-04  
3.99460e-01  -3.99460e-01  -1.00000e+00  1.71427e-04  
3.99358e-01  1.19807e+00  3.00000e+00  1.02171e-04  
3.99110e-01  -3.99110e-01  -1.00000e+00  2.48266e-04  
3.98938e-01  -3.98938e-01  -1.00000e+00  1.71428e-04  
3.98836e-01  1.19651e+00  3.00000e+00  1.02171e-04  
3.98588e-01  -3.98588e-01  -1.00000e+00  2.48268e-04  
3.98417e-01  -3.98417e-01  -1.00000e+00  1.71428e-04  
3.98314e-01  1.19494e+00  3.00000e+00  1.02171e-04  
3.98066e-01  -3.98066e-01  -1.00000e+00  2.48269e-04  
3.97895e-01  -3.97895e-01  -1.00000e+00  1.71429e-04  
3.97793e-01  1.19338e+00  3.00000e+00  1.02171e-04  
3.97544e-01  -3.97544e-01  -1.00000e+00  2.48271e-04  
3.97373e-01  -3.97373e-01  -1.00000e+00  1.71429e-04  
3.97271e-01  1.19181e+00  3.00000e+00  1.02171e-04  
3.97022e-01  -3.97022e-01  -1.00000e+00  2.48272e-04  
3.96851e-01  -3.96851e-01  -1.00000e+00  1.71430e-04  
3.96749e-01  1.19025e+00  3.00000e+00  1.02171e-04  
3.96501e-01  -3.96501e-01  -1.00000e+00  2.48274e-04  
3.96329e-01  -3.96329e-01  -1.00000e+00  1.71430e-04  
3.96227e-01  1.18868e+00  3.00000e+00  1.02171e-04  
3.95979e-01  -3.95979e-01  -1.00000e+00  2.48275e-04  
3.95807e-01  -3.95807e-01  -1.00000e+00  1.71431e-04  
3.95705e-01  1.18712e+00  3.00000e+00  1.02171e-04  
3.95457e-01  -3.95457e-01  -1.00000e+00  2.48277e-04  
3.95285e-01  -3.95285e-01  -1.00000e+00  1.71431e-04  
3.95183e-01  1.18555e+00  3.00000e+00  1.02171e-04  
3.94935e-01  -3.94935e-01  -1.00000e+00  2.48278e-04  
3.94763e-01  -3.94763e-01  -1.00000e+00  1.71432e-04  
3.94661e-01  1.18398e+00  3.00000e+00  1.02171e-04  
3.94413e-01  -3.94413e-01  -1.00000e+00  2.48280e-04  
3.94242e-01  -3.94242e-01  -1.00000e+00  1.71432e-04  
3.94139e-01  1.18242e+00  3.00000e+00  1.02171e-04  
3.93891e-01  -3.93891e-01  -1.00000e+00  2.48281e-04  
3.93720e-01  -3.93720e-01  -1.00000e+00  1.71433e-04  
3.93618e-01  1.18085e+00  3.00000e+00  1.02171e-04  
3.93369e-01  -3.93369e-01  -1.00000e+00  2.48283e-04  
3.93198e-01  -3.93198e-01  -1.00000e+00  1.71433e-04  
3.93096e-01  1.17929e+00  3.00000e+00  1.02171e-04  
3.92847e-01  -3.92847e-01  -1.00000e+00  2.48284e-04  
3.92676e-01  -3.92676e-01  -1.00000e+00  1.71434e-04  
3.92574e-01  1.17772e+00  3.00000e+00  1.02171e-04  
3.92325e-01  -3.92325e-01  -1.00000e+00  2.48286e-04  
3.92154e-01  -3.92154e-01  -1.00000e+00  1.71434e-04  
3.92052e-01  1.17616e+00  3.00000e+00  1.02171e-04  
3.91804e-01  -3.91804e-01  -1.00000e+00  2.48287e-04  
3.91632e-01  -3.91632e-01  -1.00000e+00  1.71435e-04  
3.91530e-01  1.17459e+00  3.00000e+00  1.02171e-04  
3.91282e-01  -3.91282e-01  -1.00000e+00  2.48288e-04  
3.91110e-01  -3.91110e-01  -1.00000e+00  1.71435e-04  
3.91008e-01  1.17302e+00  3.00000e+00  1.02171e-04  
3.90760e-01  -3.90760e-01  -1.00000e+00  2.48290e-04  
3.90588e-01  -3.90588e-01  -1.00000e+00  1.71436e-04  
3.90486e-01  1.17146e+00  3.00000e+00  1.02171e-04  
3.90238e-01  -3.90238e-01  -1.00000e+00  2.48291e-04  
3.90066e-01  -3.90066e-01  -1.00000e+00  1.71436e-04  
3.89964e-01  1.16989e+00  3.00000e+00  1.02171e-04  
3.89716e-01  -3.89716e-01  -1.00000e+00  2.48292e-04  
3.89545e-01  -3.89545e-01  -1.00000e+00  1.71437e-04  
3.89442e-01  1.16833e+00  3.00000e+00  1.02171e-04  
3.89194e-01  -3.89194e-01  -1.00000e+00  2.48294e-04  
3.89023e-01  -3.89023e-01  -1.00000e+00  1.71437e-04  
3.88920e-01  1.16676e+00  3.00000e+00  1.02171e-04  
3.88672e-01  -3.88672e-01  -1.00000e+00  2.48295e-04  
3.88501e-01  -3.88501e-01  -1.00000e+00  1.71438e-04  
3.88399e-01  1.16520e+00  3.00000e+00  1.02171e-04  
3.88150e-01  -3.88150e-01  -1.00000e+00  2.48296e-04  
3.87979e-01  -3.87979e-01  -1.00000e+00  1.71438e-04  
3.87877e-01  1.16363e+00  3.00000e+00  1.02171e-04  
3.87628e-01  -3.87628e-01  -1.00000e+00  2.48298e-04  
3.87457e-01  -3.87457e-01  -1.00000e+00  1.71438e-04  
3.87355e-01  1.16206e+00  3.00000e+00  1.02171e-04  
3.87106e-01  -3.87106e-01  -1.00000e+00  2.48299e-04  
3.86935e-01  -3.86935e-01  -1.00000e+00  1.71439e-04  
3.86833e-01  1.16050e+00  3.00000e+00  1.02171e-04  
3.86585e-01  -3.86585e-01  -1.00000e+00  2.48300e-04  
3.86413e-01  -3.86413e-01  -1.00000e+00  1.71439e-04  
3.86311e-01  1.15893e+00  3.00000e+00  1.02171e-04  
3.86063e-01  -3.86063e-01  -1.00000e+00  2.48302e-04  
3.85891e-01  -3.85891e-01  -1.00000e+00  1.71440e-04  
3.85789e-01  1.15737e+00  3.00000e+00  1.02171e-04  
3.85541e-01  -3.85541e-01  -1.00000e+00  2.48303e-04  
3.85369e-01  -3.85369e-01  -1.00000e+00  1.71440e-04  
3.85267e-01  1.15580e+00  3.00000e+00  1.02171e-04  
3.85019e-01  -3.85019e-01  -1.00000e+00  2.48304e-04  
3.84847e-01  -3.84847e-01  -1.00000e+00  1.71441e-04  
3.84745e-01  1.15424e+00  3.00000e+00  1.02171e-04  
3.84497e-01  -3.84497e-01  -1.00000e+00  2.48305e-04  
3.84325e-01  -3.84325e-01  -1.00000e+00  1.71441e-04  
3.84223e-01  1.15267e+00  3.00000e+00  1.02171e-04  
3.83975e-01  -3.83975e-01  -1.00000e+00  2.48306e-04  
3.83804e-01  -3.83804e-01  -1.00000e+00  1.71441e-04  
3.83701e-01  1.15110e+00  3.00000e+00  1.02171e-04  
3.83453e-01  -3.83453e-01  -1.00000e+00  2.48308e-04  
3.83282e-01  -3.83282e-01  -1.00000e+00  1.71442e-04  
3.83179e-01  1.14954e+00  3.00000e+00  1.02171e-04  
3.82931e-01  -3.82931e-01  -1.00000e+00  2.48309e-04  
3.82760e-01  -3.82760e-01  -1.00000e+00  1.71442e-04  
3.82657e-01  1.14797e+00  3.00000e+00  1.02171e-04  
3.82409e-01  -3.82409e-01  -1.00000e+00  2.48310e-04  
3.82238e-01  -3.82238e-01  -1.00000e+00  1.71443e-04  
3.82136e-01  1.14641e+00  3.00000e+00  1.02171e-04  
3.81887e-01  -3.81887e-01  -1.00000e+00  2.48311e-04  
3.81716e-01  -3.81716e-01  -1.00000e+00  1.71443e-04  
3.81614e-01  1.14484e+00  3.00000e+00  1.02171e-04  
3.81365e-01  -3.81365e-01  -1.00000e+00  2.48312e-04  
3.81194e-01  -3.81194e-01  -1.00000e+00  1.71444e-04  
3.81092e-01  1.14328e+00  3.00000e+00  1.02171e-04  
3.80843e-01  -3.80843e-01  -1.00000e+00  2.48313e-04  
3.80672e-01  -3.80672e-01  -1.00000e+00  1.71444e-04  
3.80570e-01  1.14171e+00  3.00000e+00  1.02171e-04  
3.80321e-01  -3.80321e-01  -1.00000e+00  2.48315e-04  
3.80150e-01  -3.80150e-01  -1.00000e+00  1.71444e-04  
3.80048e-01  1.14014e+00  3.00000e+00  1.02171e-04  
3.79800e-01  -3.79800e-01  -1.00000e+00  2.48316e-04  
3.79628e-01  -3.79628e-01  -1.00000e+00  1.71445e-04  
3.79526e-01  1.13858e+00  3.00000e+00  1.02171e-04  
3.79278e-01  -3.79278e-01  -1.00000e+00  2.48317e-04  
3.79106e-01  -3.79106e-01  -1.00000e+00  1.71445e-04  
3.79004e-01  1.13701e+00  3.00000e+00  1.02171e-04  
3.78756e-01  -3.78756e-01  -1.00000e+00  2.48318e-04  
3.78584e-01  -3.78584e-01  -1.00000e+00  1.71445e-04  
3.78482e-01  1.13545e+00  3.00000e+00  1.02171e-04  
3.78234e-01  -3.78234e-01  -1.00000e+00  2.48319e-04  
3.78062e-01  -3.78062e-01  -1.00000e+00  1.71446e-04  
3.77960e-01  1.13388e+00  3.00000e+00  1.02171e-04  
3.77712e-01  -3.77712e-01  -1.00000e+00  2.48320e-04  
3.77540e-01  -3.77540e-01  -1.00000e+00  1.71446e-04  
3.77438e-01  1.13231e+00  3.00000e+00  1.02171e-04  
3.77190e-01  -3.77190e-01  -1.00000e+00  2.48321e-04  
3.77018e-01  -3.77018e-01  -1.00000e+00  1.71447e-04  
3.76916e-01  1.13075e+00  3.00000e+00  1.02171e-04  
3.76668e-01  -3.76668e-01  -1.00000e+00  2.48322e-04  
3.76496e-01  -3.76496e-01  -1.00000e+00  1.71447e-04  
3.76394e-01  1.12918e+00  3.00000e+00  1.02171e-04  
3.76146e-01  -3.76146e-01  -1.00000e+00  2.48323e-04  
3.75975e-01  -3.75975e-01  -1.00000e+00  1.71447e-04  
3.75872e-01  1.12762e+00  3.00000e+00  1.02171e-04  
3.75624e-01  -3.75624e-01  -1.00000e+00  2.48324e-04  
3.75453e-01  -3.75453e-01  -1.00000e+00  1.71448e-04  
3.75350e-01  1.12605e+00  3.00000e+00  1.02171e-04  
3.75102e-01  -3.75102e-01  -1.00000e+00  2.48325e-04  
3.74931e-01  -3.74931e-01  -1.00000e+00  1.71448e-04  
3.74828e-01  1.12449e+00  3.00000e+00  1.02171e-04  
3.74580e-01  -3.74580e-01  -1.00000e+00  2.48326e-04  
3.74409e-01  -3.74409e-01  -1.00000e+00  1.71448e-04  
3.74307e-01  1.12292e+00  3.00000e+00  1.02171e-04  
3.74058e-01  -3.74058e-01  -1.00000e+00  2.48327e-04  
3.73887e-01  -3.73887e-01  -1.00000e+00  1.71449e-04  
3.73785e-01  1.12135e+00  3.00000e+00  1.02171e-04  
3.73536e-01  -3.73536e-01  -1.00000e+00  2.48328e-04  
3.73365e-01  -3.73365e-01  -1.00000e+00  1.71449e-04  
3.73263e-01  1.11979e+00  3.00000e+00  1.02171e-04  
3.73014e-01  -3.73014e-01  -1.00000e+00  2.48329e-04  
3.72843e-01  -3.72843e-01  -1.00000e+00  1.71449e-04  
3.72741e-01  1.11822e+00  3.00000e+00  1.02171e-04  
3.72492e-01  -3.72492e-01  -1.00000e+00  2.48330e-04  
3.72321e-01  -3.72321e-01  -1.00000e+00  1.71450e-04  
3.72219e-01  1.11666e+00  3.00000e+00  1.02171e-04  
3.71970e-01  -3.71970e-01  -1.00000e+00  2.48331e-04  
3.71799e-01  -3.71799e-01  -1.00000e+00  1.71450e-04  
3.71697e-01  1.11509e+00  3.00000e+00  1.02171e-04  
3.71448e-01  -3.71448e-01  -1.00000e+00  2.48332e-04  
3.71277e-01  -3.71277e-01  -1.00000e+00  1.71450e-04  
3.71175e-01  1.11352e+00  3.00000e+00  1.02171e-04  
3.70926e-01  -3.70926e-01  -1.00000e+00  2.48333e-04  
3.70755e-01  -3.70755e-01  -1.00000e+00  1.71451e-04  
3.70653e-01  1.11196e+00  3.00000e+00  1.02171e-04  
3.70405e-01  -3.70405e-01  -1.00000e+00  2.48334e-04  
3.70233e-01  -3.70233e-01  -1.00000e+00  1.71451e-04  
3.70131e-01  1.11039e+00  3.00000e+00  1.02171e-04  
3.69883e-01  -3.69883e-01  -1.00000e+00  2.48335e-04  
3.69711e-01  -3.69711e-01  -1.00000e+00  1.71451e-04  
3.69609e-01  1.10883e+00  3.00000e+00  1.02171e-04  
3.69361e-01  -3.69361e-01  -1.00000e+00  2.48336e-04  
3.69189e-01  -3.69189e-01  -1.00000e+00  1.71452e-04  
3.69087e-01  1.10726e+00  3.00000e+00  1.02171e-04  
3.68839e-01  -3.68839e-01  -1.00000e+00  2.48337e-04  
3.68667e-01  -3.68667e-01  -1.00000e+00  1.71452e-04  
3.68565e-01  1.10570e+00  3.00000e+00  1.02171e-04  
3.68317e-01  -3.68317e-01  -1.00000e+00  2.48338e-04  
3.68145e-01  -3.68145e-01  -1.00000e+00  1.71452e-04  
3.68043e-01  1.10413e+00  3.00000e+00  1.02171e-04  
3.67795e-01  -3.67795e-01  -1.00000e+00  2.48339e-04  
3.67623e-01  -3.67623e-01  -1.00000e+00  1.71453e-04  
3.67521e-01  1.10256e+00  3.00000e+00  1.02171e-04  
3.67273e-01  -3.67273e-01  -1.00000e+00  2.48340e-04  
3.67101e-01  -3.67101e-01  -1.00000e+00  1.71453e-04  
3.66999e-01  1.10100e+00  3.00000e+00  1.02171e-04  
3.66751e-01  -3.66751e-01  -1.00000e+00  2.48341e-04  
3.66579e-01  -3.66579e-01  -1.00000e+00  1.71453e-04  
3.66477e-01  1.09943e+00  3.00000e+00  1.02171e-04  
3.66229e-01  -3.66229e-01  -1.00000e+00  2.48342e-04  
3.66057e-01  -3.66057e-01  -1.00000e+00  1.71454e-04  
3.65955e-01  1.09787e+00  3.00000e+00  1.02171e-04  
3.65707e-01  -3.65707e-01  -1.00000e+00  2.48343e-04  
3.65535e-01  -3.65535e-01  -1.00000e+00  1.71454e-04  
3.65433e-01  1.09630e+00  3.00000e+00  1.02171e-04  
3.65185e-01  -3.65185e-01  -1.00000e+00  2.48343e-04  
3.65013e-01  -3.65013e-01  -1.00000e+00  1.71454e-04  
3.64911e-01  1.09473e+00  3.00000e+00  1.02171e-04  
3.64663e-01  -3.64663e-01  -1.00000e+00  2.48344e-04  
3.64491e-01  -3.64491e-01  -1.00000e+00  1.71455e-04  
3.64389e-01  1.09317e+00  3.00000e+00  1.02171e-04  
3.64141e-01  -3.64141e-01  -1.00000e+00  2.48345e-04  
3.63969e-01  -3.63969e-01  -1.00000e+00  1.71455e-04  
3.63867e-01  1.09160e+00  3.00000e+00  1.02171e-04  
3.63619e-01  -3.63619e-01  -1.00000e+00  2.48346e-04  
3.63448e-01  -3.63448e-01  -1.00000e+00  1.71455e-04  
3.63345e-01  1.09004e+00  3.00000e+00  1.02171e-04  
3.63097e-01  -3.63097e-01  -1.00000e+00  2.48347e-04  
3.62926e-01  -3.62926e-01  -1.00000e+00  1.71455e-04  
3.62823e-01  1.08847e+00  3.00000e+00  1.02171e-04  
3.62575e-01  -3.62575e-01  -1.00000e+00  2.48348e-04  
3.62404e-01  -3.62404e-01  -1.00000e+00  1.71456e-04  
3.62301e-01  1.08690e+00  3.00000e+00  1.02171e-04  
3.62053e-01  -3.62053e-01  -1.00000e+00  2.48349e-04  
3.61882e-01  -3.61882e-01  -1.00000e+00  1.71456e-04  
3.61779e-01  1.08534e+00  3.00000e+00  1.02171e-04  
3.61531e-01  -3.61531e-01  -1.00000e+00  2.48349e-04  
3.61360e-01  -3.61360e-01  -1.00000e+00  1.71456e-04  
3.61257e-01  1.08377e+00  3.00000e+00  1.02171e-04  
3.61009e-01  -3.61009e-01  -1.00000e+00  2.48350e-04  
3.60838e-01  -3.60838e-01  -1.00000e+00  1.71457e-04  
3.60735e-01  1.08221e+00  3.00000e+00  1.02171e-04  
3.60487e-01  -3.60487e-01  -1.00000e+00  2.48351e-04  
3.60316e-01  -3.60316e-01  -1.00000e+00  1.71457e-04  
3.60213e-01  1.08064e+00  3.00000e+00  1.02171e-04  
3.59965e-01  -3.59965e-01  -1.00000e+00  2.48352e-04  
3.59794e-01  -3.59794e-01  -1.00000e+00  1.71457e-04  
3.59692e-01  1.07907e+00  3.00000e+00  1.02171e-04  
3.59443e-01  -3.59443e-01  -1.00000e+00  2.48353e-04  
3.59272e-01  -3.59272e-01  -1.00000e+00  1.71457e-04  
